Row id,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode
351,CA-2019-129714,01-09-2019,03-09-2019,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,25,2,12,0,Online
352,CA-2019-129714,01-09-2019,03-09-2019,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3,1,1,0,Cards
353,CA-2019-129714,01-09-2019,03-09-2019,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49,4,23,0,COD
354,CA-2019-129714,01-09-2019,03-09-2019,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355,4,1415,0,Cards
963,CA-2019-120859,01-09-2019,04-09-2019,First Class,CV-12805,Cynthia Voltz,Corporate,United States,San Francisco,California,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",22,2,11,0,Online
2143,CA-2019-155481,01-09-2019,05-09-2019,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""""""",30,6,10,0,Online
2144,CA-2019-155481,01-09-2019,05-09-2019,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,24,2,-5,0,Cards
2145,CA-2019-155481,01-09-2019,05-09-2019,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,17,7,5,0,COD
6077,CA-2019-151561,01-09-2019,07-09-2019,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,469,6,206,0,COD
6078,CA-2019-151561,01-09-2019,07-09-2019,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,72,2,30,0,Cards
6079,CA-2019-151561,01-09-2019,07-09-2019,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,11,3,3,0,Online
6080,CA-2019-151561,01-09-2019,07-09-2019,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock""",192,3,61,0,COD
6983,CA-2019-116526,01-09-2019,05-09-2019,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24,5,11,0,COD
6984,CA-2019-116526,01-09-2019,05-09-2019,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,9,1,2,0,COD
6985,CA-2019-116526,01-09-2019,05-09-2019,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",377,4,71,0,Online
6986,CA-2019-116526,01-09-2019,05-09-2019,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,30,4,14,0,Online
6987,CA-2019-116526,01-09-2019,05-09-2019,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,OFF-AR-10004999,Office Supplies,Art,Newell 315,12,2,3,0,COD
6988,CA-2019-116526,01-09-2019,05-09-2019,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders""",26,5,13,0,Online
7482,CA-2019-124583,01-09-2019,03-09-2019,Second Class,LB-16795,Laurel Beltran,Home Office,United States,Huntington Beach,California,West,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,13,1,6,0,Online
1408,CA-2019-130407,02-09-2019,06-09-2019,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,East,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,75,2,20,0,Online
1409,CA-2019-130407,02-09-2019,06-09-2019,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,East,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,40,2,10,0,COD
3416,CA-2019-116540,02-09-2019,02-09-2019,Same Day,SS-20590,Sonia Sunley,Consumer,United States,Madison,Wisconsin,Central,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,2,1,1,0,Online
3417,CA-2019-116540,02-09-2019,02-09-2019,Same Day,SS-20590,Sonia Sunley,Consumer,United States,Madison,Wisconsin,Central,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""""",8,2,4,0,Cards
5429,CA-2019-113096,02-09-2019,04-09-2019,First Class,SZ-20035,Sam Zeldin,Home Office,United States,San Francisco,California,West,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",47,3,12,0,Cards
6763,CA-2019-144764,02-09-2019,08-09-2019,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,Central,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,29,5,10,0,COD
6764,CA-2019-144764,02-09-2019,08-09-2019,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,35,2,-8,0,COD
6765,CA-2019-144764,02-09-2019,08-09-2019,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,Central,TEC-MA-10003230,Technology,Machines,Okidata C610n Printer,1363,3,-19,0,COD
6937,CA-2019-129847,02-09-2019,04-09-2019,First Class,TA-21385,Tom Ashbrook,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,84,2,-76,0,Cards
7078,CA-2019-106950,02-09-2019,06-09-2019,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,23,7,-18,0,Online
7079,CA-2019-106950,02-09-2019,06-09-2019,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,South,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,309,9,35,0,COD
7080,CA-2019-106950,02-09-2019,06-09-2019,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19,4,3,0,COD
7081,CA-2019-106950,02-09-2019,06-09-2019,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,473,3,-150,0,Cards
7082,CA-2019-106950,02-09-2019,06-09-2019,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,South,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1013,3,304,0,COD
7083,CA-2019-106950,02-09-2019,06-09-2019,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,South,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,17,5,-13,0,Cards
8179,CA-2019-166429,02-09-2019,08-09-2019,Standard Class,TG-21310,Toby Gnade,Consumer,United States,Des Moines,Washington,West,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1000,2,450,0,Online
8679,CA-2019-112739,02-09-2019,07-09-2019,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Houston,Texas,Central,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""""""",9,8,-13,0,Cards
8680,CA-2019-112739,02-09-2019,07-09-2019,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Houston,Texas,Central,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,160,5,34,0,COD
9069,CA-2019-106278,02-09-2019,05-09-2019,Second Class,BM-11140,Becky Martin,Consumer,United States,Des Moines,Washington,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",216,3,-3,0,COD
9233,CA-2019-126732,02-09-2019,06-09-2019,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,West,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,95,9,31,0,COD
9234,CA-2019-126732,02-09-2019,06-09-2019,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,West,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,24,3,1,0,Online
9235,CA-2019-126732,02-09-2019,06-09-2019,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,West,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1091,4,68,0,Cards
9236,CA-2019-126732,02-09-2019,06-09-2019,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,West,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,19,7,5,0,Cards
9237,CA-2019-126732,02-09-2019,06-09-2019,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,569,3,28,0,COD
9238,CA-2019-126732,02-09-2019,06-09-2019,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,West,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,7,1,3,0,COD
870,CA-2019-158099,03-09-2019,05-09-2019,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141,5,-761,0,Cards
871,CA-2019-158099,03-09-2019,05-09-2019,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002496,Technology,Phones,Cisco SPA301,281,3,-47,0,COD
1382,US-2019-100566,03-09-2019,09-09-2019,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Aurora,Illinois,Central,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"""" Textured Chair Mats""",84,3,-90,0,Online
2160,CA-2019-159737,03-09-2019,09-09-2019,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""""",9,3,-15,0,Online
2283,CA-2019-132143,03-09-2019,05-09-2019,First Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",48,7,22,0,Online
2772,CA-2019-163986,03-09-2019,10-09-2019,Standard Class,JJ-15445,Jennifer Jackson,Consumer,United States,Waukesha,Wisconsin,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,55,5,14,0,Online
5354,US-2019-101616,03-09-2019,06-09-2019,First Class,CY-12745,Craig Yedwab,Corporate,United States,Monroe,Louisiana,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,87,8,41,0,Online
6779,US-2019-147711,03-09-2019,08-09-2019,Second Class,HF-14995,Herbert Flentye,Consumer,United States,Baltimore,Maryland,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",345,3,31,0,Online
6780,US-2019-147711,03-09-2019,08-09-2019,Second Class,HF-14995,Herbert Flentye,Consumer,United States,Baltimore,Maryland,East,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",15,2,4,0,Cards
6781,US-2019-147711,03-09-2019,08-09-2019,Second Class,HF-14995,Herbert Flentye,Consumer,United States,Baltimore,Maryland,East,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,13,2,6,0,Online
6782,US-2019-147711,03-09-2019,08-09-2019,Second Class,HF-14995,Herbert Flentye,Consumer,United States,Baltimore,Maryland,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,58,8,27,0,Online
7563,US-2019-104815,03-09-2019,07-09-2019,Standard Class,RB-19570,Rob Beeghly,Consumer,United States,Chicago,Illinois,Central,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",199,4,0,0,Online
8660,CA-2019-153185,03-09-2019,08-09-2019,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,Cincinnati,Ohio,East,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",31,6,11,0,Cards
3788,CA-2019-169971,04-09-2019,09-09-2019,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Houston,Texas,Central,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,4,1,1,0,Cards
3789,CA-2019-169971,04-09-2019,09-09-2019,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Houston,Texas,Central,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",62,3,7,0,COD
5331,CA-2019-123120,04-09-2019,08-09-2019,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,East,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock""",64,1,25,0,Cards
5332,CA-2019-123120,04-09-2019,08-09-2019,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,61,5,20,0,Online
5333,CA-2019-123120,04-09-2019,08-09-2019,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,East,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,23,4,7,0,Online
5808,CA-2019-149783,04-09-2019,07-09-2019,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87,2,9,0,Online
5809,CA-2019-149783,04-09-2019,07-09-2019,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,South,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,32,2,8,0,Online
6037,CA-2019-131205,04-09-2019,08-09-2019,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,South,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,43,3,17,0,Online
6038,CA-2019-131205,04-09-2019,08-09-2019,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,114,6,55,0,Cards
6039,CA-2019-131205,04-09-2019,08-09-2019,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,South,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,130,4,5,0,Cards
6040,CA-2019-131205,04-09-2019,08-09-2019,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,5,3,3,0,Cards
8737,CA-2019-168774,04-09-2019,09-09-2019,Standard Class,RP-19855,Roy Phan,Corporate,United States,Woodbury,Minnesota,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535,3,161,0,Online
9073,CA-2019-142524,04-09-2019,08-09-2019,Standard Class,MB-18085,Mick Brown,Consumer,United States,Springfield,Missouri,Central,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,17,2,8,0,Online
9074,CA-2019-142524,04-09-2019,08-09-2019,Standard Class,MB-18085,Mick Brown,Consumer,United States,Springfield,Missouri,Central,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,280,5,67,0,COD
9602,CA-2019-117604,04-09-2019,09-09-2019,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Jonesboro,Arkansas,South,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,240,5,115,0,COD
9930,CA-2019-129630,04-09-2019,04-09-2019,Same Day,IM-15055,Ionia McGrath,Consumer,United States,San Francisco,California,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,2800,5,945,0,Cards
141,CA-2019-110366,05-09-2019,07-09-2019,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock""",83,2,10,0,COD
441,CA-2019-115756,05-09-2019,07-09-2019,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,12,1,4,0,Online
442,CA-2019-115756,05-09-2019,07-09-2019,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,195,3,23,0,Online
443,CA-2019-115756,05-09-2019,07-09-2019,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,71,3,21,0,COD
445,CA-2019-115756,05-09-2019,07-09-2019,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,243,3,29,0,Cards
446,CA-2019-115756,05-09-2019,07-09-2019,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,OFF-LA-10001317,Office Supplies,Labels,Avery 520,22,7,11,0,Cards
1281,CA-2019-160815,05-09-2019,06-09-2019,First Class,TR-21325,Toby Ritter,Consumer,United States,Cedar Rapids,Iowa,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,278,3,81,0,Cards
1795,CA-2019-140774,05-09-2019,10-09-2019,Standard Class,BE-11455,Brad Eason,Home Office,United States,Olathe,Kansas,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,108,3,27,0,Cards
3145,US-2019-148110,05-09-2019,11-09-2019,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Austin,Texas,Central,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",348,7,-25,0,Cards
3524,CA-2019-137673,05-09-2019,10-09-2019,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,San Diego,California,West,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,116,8,29,0,Cards
3617,CA-2019-154536,05-09-2019,09-09-2019,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",10,5,-7,0,Cards
3874,CA-2019-136231,05-09-2019,07-09-2019,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,South,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,23,3,8,0,Cards
3876,CA-2019-136231,05-09-2019,07-09-2019,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,109,2,7,0,Cards
3877,CA-2019-136231,05-09-2019,07-09-2019,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,South,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,10,3,3,0,COD
4615,CA-2019-144540,05-09-2019,10-09-2019,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Houston,Texas,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",63,3,-166,0,Online
4616,CA-2019-144540,05-09-2019,10-09-2019,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Houston,Texas,Central,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,28,9,4,0,COD
4945,CA-2019-151372,05-09-2019,06-09-2019,First Class,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,West,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96,2,46,0,Online
4946,CA-2019-151372,05-09-2019,06-09-2019,First Class,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",12,2,4,0,COD
4947,CA-2019-151372,05-09-2019,06-09-2019,First Class,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,West,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,4,2,2,0,Cards
5382,CA-2019-149195,05-09-2019,07-09-2019,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,Central,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,26,5,9,0,Online
5383,CA-2019-149195,05-09-2019,07-09-2019,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,Central,OFF-FA-10001843,Office Supplies,Fasteners,Staples,16,8,5,0,Online
5384,CA-2019-149195,05-09-2019,07-09-2019,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,Central,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,10,2,4,0,COD
5880,CA-2019-133319,05-09-2019,11-09-2019,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,New York City,New York,East,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,192,4,92,0,Cards
6777,US-2019-152373,05-09-2019,11-09-2019,Standard Class,PT-19090,Pete Takahito,Consumer,United States,San Antonio,Texas,Central,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",93,3,-18,0,Cards
6876,US-2019-121013,05-09-2019,10-09-2019,Standard Class,MM-17920,Michael Moore,Consumer,United States,Chesapeake,Virginia,South,OFF-LA-10004545,Office Supplies,Labels,Avery 50,25,2,12,0,Cards
6877,US-2019-121013,05-09-2019,10-09-2019,Standard Class,MM-17920,Michael Moore,Consumer,United States,Chesapeake,Virginia,South,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"""" Rectangular Conference Tables""",1653,3,314,0,COD
7071,CA-2019-164490,05-09-2019,10-09-2019,Second Class,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,9,2,3,0,Cards
7522,CA-2019-162383,05-09-2019,11-09-2019,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Lancaster,Ohio,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,9,2,-7,0,COD
7523,CA-2019-162383,05-09-2019,11-09-2019,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Lancaster,Ohio,East,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,9,6,-6,0,Cards
7524,CA-2019-162383,05-09-2019,11-09-2019,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Lancaster,Ohio,East,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",85,2,-1,0,COD
7550,CA-2019-136595,05-09-2019,07-09-2019,First Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Houston,Texas,Central,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock""",21,3,-12,0,Online
7592,CA-2019-158778,05-09-2019,09-09-2019,Standard Class,DB-13210,Dean Braden,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",71,2,-19,0,COD
7593,CA-2019-158778,05-09-2019,09-09-2019,Standard Class,DB-13210,Dean Braden,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10000896,Office Supplies,Art,Newell 329,8,3,1,0,Cards
7594,CA-2019-158778,05-09-2019,09-09-2019,Standard Class,DB-13210,Dean Braden,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,887,3,-63,0,COD
9142,CA-2019-139409,05-09-2019,07-09-2019,First Class,FW-14395,Fred Wasserman,Corporate,United States,New York City,New York,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",44,4,12,0,COD
99,CA-2019-149223,06-09-2019,11-09-2019,Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,78,6,23,0,Cards
1042,CA-2019-102981,06-09-2019,09-09-2019,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,East,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,32,2,11,0,Online
1043,CA-2019-102981,06-09-2019,09-09-2019,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722,3,90,0,Cards
2686,CA-2019-133123,06-09-2019,11-09-2019,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,South,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",96,3,30,0,COD
2687,CA-2019-133123,06-09-2019,11-09-2019,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,South,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3,2,-2,0,Online
4514,CA-2019-145240,06-09-2019,08-09-2019,First Class,BG-11740,Bruce Geld,Consumer,United States,Houston,Texas,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",11,1,1,0,Cards
5352,CA-2019-123932,06-09-2019,12-09-2019,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Dallas,Texas,Central,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,42,4,15,0,COD
